cisloobrazku,obrazek,kategorie,subkategorie1,subkategorie2,voda,corrans,pauza,Blok,blokkonec
189,O_thumbtack02a.jpg,objects,nastroj,x,0,0,0,12,1
62,F_TSFWfemale69-4neutral.jpg,faces,old,female,0,0,1,13,0
95,F_WWmale19neutral.jpg,faces,young,male,0,0,0,13,0
41,F_TSFWfemale51neutral.jpg,faces,old,female,0,0,0,13,0
173,O_safetypin.jpg,objects,nastroj,x,0,0,0,13,0
11,F_EMWfemale22-4neutral.jpg,faces,young,female,0,0,0,13,1
7,F_EMWfemale21-4neutral.jpg,faces,young,female,0,0,1,14,0
41,F_TSFWfemale51neutral.jpg,faces,old,female,0,0,0,14,0
106,O_belt02a.jpg,objects,obleceni,x,0,0,0,14,0
155,O_lightbulb01.jpg,objects,elektronika,x,0,0,0,14,0
98,F_WWmale22-4neutral.jpg,faces,young,male,0,0,0,14,1
130,O_corkscrew03a.jpg,objects,kuchyn,x,0,0,1,15,0
235,S_Artificial_domek3.jpg,scenes,artificial,budova,1,0,0,15,0
109,O_binoculars01b.jpg,objects,jine,x,0,0,0,15,0
296,S_Nature_plato.jpg,scenes,nature,hory,0,0,0,15,0
265,S_Artificial_zamek-jezero2.jpg,scenes,artificial,kulturni pamatka,1,0,0,15,1
168,O_pliers05.jpg,objects,nastroj,x,0,0,1,16,0
157,O_lock03a.jpg,objects,jine,x,0,0,0,16,0
7,F_EMWfemale21-4neutral.jpg,faces,young,female,0,0,0,16,0
50,F_TSFWfemale65-3neutral.jpg,faces,old,female,0,0,0,16,0
169,O_potatomasher03b.jpg,objects,kuchyn,x,0,0,0,16,1
319,S_Nature_skala4.jpg,scenes,nature,hory,0,0,1,17,0
287,S_Nature_jezeroXXXX.jpg,scenes,nature,hory,0,0,0,17,0
31,F_EMWmale23-2neutral.jpg,faces,young,male,0,0,0,17,0
126,O_comb02a.jpg,objects,jine,x,0,0,0,17,0
228,S_Artificial_budova.jpg,scenes,artificial,budova,0,0,0,17,1
34,F_EMWmale24neutral.jpg,faces,young,male,0,0,1,18,0
249,S_Artificial_kostel6X.jpg,scenes,artificial,chram,0,0,0,18,0
193,O_violin.jpg,objects,herni,x,0,0,0,18,0
318,S_Nature_skala3.jpg,scenes,nature,hory,0,0,0,18,0
11,F_EMWfemale22-4neutral.jpg,faces,young,female,0,0,0,18,1
125,O_coffeepot03a.jpg,objects,kuchyn,x,0,0,1,19,0
310,S_Nature_sadyXXXX.jpg,scenes,nature,poust-pole,0,0,0,19,0
48,F_TSFWfemale64-3neutral.jpg,faces,old,female,0,0,0,19,0
224,Ofv_strawberry.jpg,fruit_vegetables,fruit,x,0,1,0,19,0
217,Ofv_orange.jpg,fruit_vegetables,fruit,x,0,1,0,19,1
112,O_bottlecap.jpg,objects,kuchyn,x,0,0,1,20,0
114,O_bowl01.jpg,objects,kuchyn,x,0,0,0,20,0
91,F_WWfemale21-2neutral.jpg,faces,young,female,0,0,0,20,0
309,S_Nature_sady3XXXX.jpg,scenes,nature,poust-pole,0,0,0,20,0
174,O_scale01a.jpg,objects,elektronika,x,0,0,0,20,1
17,F_EMWfemale27neutral.jpg,faces,young,female,0,0,1,21,0
104,O_battery02b.jpg,objects,elektronika,x,0,0,0,21,0
195,O_waterbottle01b.jpg,objects,kuchyn,x,0,0,0,21,0
39,F_JWmale69-2neutral.jpg,faces,old,male,0,0,0,21,0
68,F_TSFWmale37neutral.jpg,faces,young,male,0,0,0,21,1
273,S_Artificial_zamek-zahrada2.jpg,scenes,artificial,kulturni pamatka,0,0,1,22,0
110,O_birdie.jpg,objects,herni,x,0,0,0,22,0
137,O_flask.jpg,objects,kuchyn,x,0,0,0,22,0
153,O_lamp04a.jpg,objects,elektronika,x,0,0,0,22,0
152,O_ladle02a.jpg,objects,kuchyn,x,0,0,0,22,1
220,Ofv_pickle.jpg,fruit_vegetables,vegetable,x,0,1,1,23,0
245,S_Artificial_kominy2.jpg,scenes,artificial,funkcni stavba,0,0,0,23,0
164,O_pacifier02d.jpg,objects,?,x,0,0,0,23,0
21,F_EMWfemale34neutral.jpg,faces,young,female,0,0,0,23,0
286,S_Nature_jezero9.jpg,scenes,nature,vodni plocha,1,0,0,23,1
256,S_Artificial_most.jpg,scenes,artificial,funkcni stavba,1,0,1,24,0
63,F_TSFWfemale69neutral.jpg,faces,old,female,0,0,0,24,0
231,S_Artificial_budova8X.jpg,scenes,artificial,budova,0,0,0,24,0
94,F_WWfemale26neutral.jpg,faces,young,female,0,0,0,24,0
185,O_teabag.jpg,objects,kuchyn,x,0,0,0,24,1
233,S_Artificial_budovaW.jpg,scenes,artificial,budova,0,0,1,25,0
319,S_Nature_skala4.jpg,scenes,nature,hory,0,0,0,25,0
55,F_TSFWfemale67-4neutral.jpg,faces,old,female,0,0,0,25,0
30,F_EMWmale22neutral.jpg,faces,young,male,0,0,0,25,0
315,S_Nature_skala13.jpg,scenes,nature,hory,0,0,0,25,1
89,F_TSFWmale79neutral.jpg,faces,old,male,0,0,1,26,0
36,F_EMWmale40neutral.jpg,faces,young,male,0,0,0,26,0
240,S_Artificial_hrad3.jpg,scenes,artificial,kulturni pamatka,0,0,0,26,0
300,S_Nature_pobrezi3.jpg,scenes,nature,hory-voda,1,0,0,26,0
36,F_EMWmale40neutral.jpg,faces,young,male,0,0,0,26,1
5,F_EMWfemale20neutral.jpg,faces,young,female,0,0,1,27,0
158,O_magnifyingglass01b.jpg,objects,jine,x,0,0,0,27,0
238,S_Artificial_elektrarna.jpg,scenes,artificial,funkcni stavba,1,0,0,27,0
281,S_Nature_jezero3.jpg,scenes,nature,hory-voda,1,0,0,27,0
242,S_Artificial_hrad-reka.jpg,scenes,artificial,kulturni pamatka,1,0,0,27,1
283,S_Nature_jezero6.jpg,scenes,nature,hory-voda,1,0,1,28,0
110,O_birdie.jpg,objects,herni,x,0,0,0,28,0
54,F_TSFWfemale67-3neutral.jpg,faces,old,female,0,0,0,28,0
35,F_EMWmale32neutral.jpg,faces,young,male,0,0,0,28,0
282,S_Nature_jezero4.jpg,scenes,nature,hory-voda,1,0,0,28,1
230,S_Artificial_budova6.jpg,scenes,artificial,budova,0,0,1,29,0
301,S_Nature_pobrezi4.jpg,scenes,nature,hory-voda,1,0,0,29,0
15,F_EMWfemale27-3neutral.jpg,faces,young,female,0,0,0,29,0
116,O_brush05b.jpg,objects,nastroj,x,0,0,0,29,0
90,F_Wmale_65neutral.jpg,faces,old,male,0,0,0,29,1
108,O_binder03b.jpg,objects,jine,x,0,0,1,30,0
143,O_hairclip03.jpg,objects,jine,x,0,0,0,30,0
189,O_thumbtack02a.jpg,objects,nastroj,x,0,0,0,30,0
186,O_teapot.jpg,objects,kuchyn,x,0,0,0,30,0
105,O_beermug01a.jpg,objects,kuchyn,x,0,0,0,30,1
138,O_fork03c.jpg,objects,kuchyn,x,0,0,1,31,0
81,F_TSFWmale74neutral.jpg,faces,old,male,0,0,0,31,0
28,F_EMWmale21neutral.jpg,faces,young,male,0,0,0,31,0
150,O_iron01b.jpg,objects,elektronika,x,0,0,0,31,0
284,S_Nature_jezero7.jpg,scenes,nature,hory-voda,1,0,0,31,1
81,F_TSFWmale74neutral.jpg,faces,old,male,0,0,1,32,0
320,S_Nature_skala5.jpg,scenes,nature,hory,0,0,0,32,0
156,O_lighter01.jpg,objects,jine,x,0,0,0,32,0
284,S_Nature_jezero7.jpg,scenes,nature,hory-voda,1,0,0,32,0
257,S_Artificial_most2.jpg,scenes,artificial,funkcni stavba,1,0,0,32,1
85,F_TSFWmale77-2neutral.jpg,faces,old,male,0,0,1,33,0
279,S_Nature_jezero.jpg,scenes,nature,hory-voda,1,0,0,33,0
299,S_Nature_pobrezi2.jpg,scenes,nature,hory-voda,1,0,0,33,0
249,S_Artificial_kostel6X.jpg,scenes,artificial,chram,0,0,0,33,0
86,F_TSFWmale77neutral.jpg,faces,old,male,0,0,0,33,1
241,S_Artificial_hrad6.jpg,scenes,artificial,kulturni pamatka,1,0,1,34,0
24,F_EMWmale19neutral.jpg,faces,young,male,0,0,0,34,0
269,S_Artificial_zamek-jezero6X.jpg,scenes,artificial,kulturni pamatka,1,0,0,34,0
3,F_EMWfemale19neutral.jpg,faces,young,female,0,0,0,34,0
286,S_Nature_jezero9.jpg,scenes,nature,vodni plocha,1,0,0,34,1
69,F_TSFWmale61-2neutral.jpg,faces,old,male,0,0,1,35,0
260,S_Artificial_orient7.jpg,scenes,artificial,chram,0,0,0,35,0
85,F_TSFWmale77-2neutral.jpg,faces,old,male,0,0,0,35,0
54,F_TSFWfemale67-3neutral.jpg,faces,old,female,0,0,0,35,0
159,O_makeupbrush04.jpg,objects,jine,x,0,0,0,35,1
289,S_Nature_kanon2.jpg,scenes,nature,hory-voda,1,0,1,36,0
128,O_computermouse06.jpg,objects,elektronika,x,0,0,0,36,0
50,F_TSFWfemale65-3neutral.jpg,faces,old,female,0,0,0,36,0
282,S_Nature_jezero4.jpg,scenes,nature,hory-voda,1,0,0,36,0
141,O_globe.jpg,objects,jine,x,0,0,0,36,1
128,O_computermouse06.jpg,objects,elektronika,x,0,0,1,37,0
149,O_iceskate.jpg,objects,obleceni,x,0,0,0,37,0
168,O_pliers05.jpg,objects,nastroj,x,0,0,0,37,0
268,S_Artificial_zamek-jezero5X.jpg,scenes,artificial,kulturni pamatka,1,0,0,37,0
234,S_Artificial_cina2.jpg,scenes,artificial,chram,0,0,0,37,1
34,F_EMWmale24neutral.jpg,faces,young,male,0,0,1,38,0
194,O_wallet04.jpg,objects,jine,x,0,0,0,38,0
53,F_TSFWfemale66-2neutral.jpg,faces,old,female,0,0,0,38,0
227,S_Artificial_akvadukt3.jpg,scenes,artificial,funkcni stavba,0,0,0,38,0
86,F_TSFWmale77neutral.jpg,faces,old,male,0,0,0,38,1
79,F_TSFWmale71neutral.jpg,faces,old,male,0,0,1,39,0
207,Ofv_coconut.jpg,fruit_vegetables,fruit,x,0,1,0,39,0
46,F_TSFWfemale63-3neutral.jpg,faces,old,female,0,0,0,39,0
164,O_pacifier02d.jpg,objects,?,x,0,0,0,39,0
188,O_thimble.jpg,objects,nastroj,x,0,0,0,39,1
100,F_WWmale29neutral.jpg,faces,young,male,0,0,1,40,0
259,S_Artificial_orient4X.jpg,scenes,artificial,chram,0,0,0,40,0
8,F_EMWfemale21-5neutral.jpg,faces,young,female,0,0,0,40,0
147,O_headphones02b.jpg,objects,elektronika,x,0,0,0,40,0
102,O_antenna.jpg,objects,elektronika,x,0,0,0,40,1
270,S_Artificial_zamek-jezero7.jpg,scenes,artificial,kulturni pamatka,1,0,1,41,0
215,Ofv_lettuce.jpg,fruit_vegetables,vegetable,x,0,1,0,41,0
139,O_fryingpan02a.jpg,objects,kuchyn,x,0,0,0,41,0
149,O_iceskate.jpg,objects,obleceni,x,0,0,0,41,0
2,F_EMWfemale18neutral.jpg,faces,young,female,0,0,0,41,1
204,Ofv_blackberry.jpg,fruit_vegetables,fruit,x,0,1,1,42,0
180,O_spraybottle01.jpg,objects,kuchyn,x,0,0,0,42,0
48,F_TSFWfemale64-3neutral.jpg,faces,old,female,0,0,0,42,0
295,S_Nature_ostrov2.jpg,scenes,nature,hory-voda,1,0,0,42,0
308,S_Nature_sady2XXXX.jpg,scenes,nature,poust-pole,0,0,0,42,1
58,F_TSFWfemale68-4neutral.jpg,faces,old,female,0,0,1,43,0
75,F_TSFWmale68-2neutral.jpg,faces,old,male,0,0,0,43,0
146,O_hanger02a.jpg,objects,x,x,0,0,0,43,0
102,O_antenna.jpg,objects,elektronika,x,0,0,0,43,0
56,F_TSFWfemale67neutral.jpg,faces,old,female,0,0,0,43,1
162,O_mixer01d.jpg,objects,elektronika,x,0,0,1,44,0
325,S_Nature_sopka2.jpg,scenes,nature,hory,1,0,0,44,0
153,O_lamp04a.jpg,objects,elektronika,x,0,0,0,44,0
185,O_teabag.jpg,objects,kuchyn,x,0,0,0,44,0
216,Ofv_onion.jpg,fruit_vegetables,vegetable,x,0,1,0,44,1
274,S_Artificial_zamek-zahrada4X.jpg,scenes,artificial,kulturni pamatka,0,0,1,45,0
289,S_Nature_kanon2.jpg,scenes,nature,hory-voda,1,0,0,45,0
108,O_binder03b.jpg,objects,jine,x,0,0,0,45,0
53,F_TSFWfemale66-2neutral.jpg,faces,old,female,0,0,0,45,0
192,O_usbkey.jpg,objects,elektronika,x,0,0,0,45,1
142,O_grater01a.jpg,objects,kuchyn,x,0,0,1,46,0
236,S_Artificial_domek4X.jpg,scenes,artificial,budova,0,0,0,46,0
228,S_Artificial_budova.jpg,scenes,artificial,budova,0,0,0,46,0
251,S_Artificial_kupola.jpg,scenes,artificial,funkcni stavba,0,0,0,46,0
74,F_TSFWmale67neutral.jpg,faces,old,male,0,0,0,46,1
187,O_thermometer02b.jpg,objects,x,x,0,0,1,47,0
283,S_Nature_jezero6.jpg,scenes,nature,hory-voda,1,0,0,47,0
237,S_Artificial_domek8.jpg,scenes,artificial,budova,0,0,0,47,0
270,S_Artificial_zamek-jezero7.jpg,scenes,artificial,kulturni pamatka,1,0,0,47,0
261,S_Artificial_panelakX.jpg,scenes,artificial,budova,0,0,0,47,1
32,F_EMWmale23-3neutral.jpg,faces,young,male,0,0,1,48,0
178,O_sewingmachine01a.jpg,objects,elektronika,x,0,0,0,48,0
258,S_Artificial_orient4.jpg,scenes,artificial,chram,1,0,0,48,0
322,S_Nature_skala8x.jpg,scenes,nature,hory,0,0,0,48,0
261,S_Artificial_panelakX.jpg,scenes,artificial,budova,0,0,0,48,1
172,O_remotecontrol04.jpg,objects,elektronika,x,0,0,1,49,0
266,S_Artificial_zamek-jezero3.jpg,scenes,artificial,kulturni pamatka,1,0,0,49,0
248,S_Artificial_kostel5X.jpg,scenes,artificial,chram,0,0,0,49,0
77,F_TSFWmale70neutral.jpg,faces,old,male,0,0,0,49,0
154,O_laptop01a.jpg,objects,elektronika,x,0,0,0,49,1
64,F_TSFWfemale70neutral.jpg,faces,old,female,0,0,1,50,0
69,F_TSFWmale61-2neutral.jpg,faces,old,male,0,0,0,50,0
31,F_EMWmale23-2neutral.jpg,faces,young,male,0,0,0,50,0
92,F_WWfemale22-2neutral.jpg,faces,young,female,0,0,0,50,0
280,S_Nature_jezero2.jpg,scenes,nature,hory-voda,1,0,0,50,1
65,F_TSFWmale21neutral.jpg,faces,young,male,0,0,1,51,0
158,O_magnifyingglass01b.jpg,objects,jine,x,0,0,0,51,0
292,S_Nature_kanon5.jpg,scenes,nature,hory,0,0,0,51,0
314,S_Nature_skala12.jpg,scenes,nature,hory,0,0,0,51,0
16,F_EMWfemale27-4neutral.jpg,faces,young,female,0,0,0,51,1
120,O_candle08b.jpg,objects,jine,x,0,0,1,52,0
211,Ofv_greenbeans01.jpg,fruit_vegetables,vegetable,x,0,1,0,52,0
87,F_TSFWmale79-2neutral.jpg,faces,old,male,0,0,0,52,0
281,S_Nature_jezero3.jpg,scenes,nature,hory-voda,1,0,0,52,0
97,F_WWmale21-4neutral.jpg,faces,young,male,0,0,0,52,1
33,F_EMWmale23neutral.jpg,faces,young,male,0,0,1,53,0
265,S_Artificial_zamek-jezero2.jpg,scenes,artificial,kulturni pamatka,1,0,0,53,0
321,S_Nature_skala6.jpg,scenes,nature,hory,0,0,0,53,0
170,O_pylon.jpg,objects,x,x,0,0,0,53,0
175,O_scissors01.jpg,objects,nastroj,x,0,0,0,53,1
65,F_TSFWmale21neutral.jpg,faces,young,male,0,0,1,54,0
233,S_Artificial_budovaW.jpg,scenes,artificial,budova,0,0,0,54,0
91,F_WWfemale21-2neutral.jpg,faces,young,female,0,0,0,54,0
58,F_TSFWfemale68-4neutral.jpg,faces,old,female,0,0,0,54,0
315,S_Nature_skala13.jpg,scenes,nature,hory,0,0,0,54,1
172,O_remotecontrol04.jpg,objects,elektronika,x,0,0,1,55,0
130,O_corkscrew03a.jpg,objects,kuchyn,x,0,0,0,55,0
183,O_sunglasses04.jpg,objects,jine,x,0,0,0,55,0
226,S_Artificial_akvadukt2.jpg,scenes,artificial,funkcni stavba,0,0,0,55,0
100,F_WWmale29neutral.jpg,faces,young,male,0,0,0,55,1
140,O_garlicpress02a.jpg,objects,kuchyn,x,0,0,1,56,0
112,O_bottlecap.jpg,objects,kuchyn,x,0,0,0,56,0
278,S_Nature_hora.jpg,scenes,nature,hory,0,0,0,56,0
61,F_TSFWfemale69-3neutral.jpg,faces,old,female,0,0,0,56,0
29,F_EMWmale22-3neutral.jpg,faces,young,male,0,0,0,56,1
113,O_bottleopener01.jpg,objects,kuchyn,x,0,0,1,57,0
113,O_bottleopener01.jpg,objects,kuchyn,x,0,0,0,57,0
250,S_Artificial_kostel-jezero.jpg,scenes,artificial,chram,1,0,0,57,0
21,F_EMWfemale34neutral.jpg,faces,young,female,0,0,0,57,0
44,F_TSFWfemale62neutral.jpg,faces,old,female,0,0,0,57,1
124,O_CD.jpg,objects,jine,x,0,0,1,58,0
132,O_drum.jpg,objects,herni,x,0,0,0,58,0
103,O_bag.jpg,objects,denni,x,0,0,0,58,0
125,O_coffeepot03a.jpg,objects,kuchyn,x,0,0,0,58,0
160,O_measuringtape01.jpg,objects,nastroj,x,0,0,0,58,1
227,S_Artificial_akvadukt3.jpg,scenes,artificial,funkcni stavba,0,0,1,59,0
225,Ofv_watermelon.jpg,fruit_vegetables,fruit,x,0,1,0,59,0
88,F_TSFWmale79-3neutral.jpg,faces,old,male,0,0,0,59,0
92,F_WWfemale22-2neutral.jpg,faces,young,female,0,0,0,59,0
320,S_Nature_skala5.jpg,scenes,nature,hory,0,0,0,59,1
148,O_highheelshoe01.jpg,objects,obleceni,x,0,0,1,60,0
37,F_EMWmale52neutral.jpg,faces,old,male,0,0,0,60,0
143,O_hairclip03.jpg,objects,jine,x,0,0,0,60,0
308,S_Nature_sady2XXXX.jpg,scenes,nature,poust-pole,0,0,0,60,0
115,O_boxcutter03a.jpg,objects,nastroj,x,0,0,0,60,1
8,F_EMWfemale21-5neutral.jpg,faces,young,female,0,0,1,61,0
99,F_WWmale23-5neutral.jpg,faces,young,male,0,0,0,61,0
254,S_Artificial_majak2.jpg,scenes,artificial,funkcni stavba,0,0,0,61,0
264,S_Artificial_zamek-jezero.jpg,scenes,artificial,kulturni pamatka,1,0,0,61,0
118,O_calculator01.jpg,objects,elektronika,x,0,0,0,61,1
139,O_fryingpan02a.jpg,objects,kuchyn,x,0,0,1,62,0
62,F_TSFWfemale69-4neutral.jpg,faces,old,female,0,0,0,62,0
221,Ofv_pineapple01a.jpg,fruit_vegetables,fruit,x,0,1,0,62,0
46,F_TSFWfemale63-3neutral.jpg,faces,old,female,0,0,0,62,0
293,S_Nature_kanon6.jpg,scenes,nature,hory,0,0,0,62,1
4,F_EMWfemale20-2neutral.jpg,faces,young,female,0,0,1,63,0
187,O_thermometer02b.jpg,objects,x,x,0,0,0,63,0
49,F_TSFWfemale64neutral.jpg,faces,old,female,0,0,0,63,0
196,O_wateringcan.jpg,objects,nastroj,x,0,0,0,63,0
10,F_EMWfemale22-3neutral.jpg,faces,young,female,0,0,0,63,1
133,O_electricrazor.jpg,objects,elektronika,x,0,0,1,64,0
238,S_Artificial_elektrarna.jpg,scenes,artificial,funkcni stavba,1,0,0,64,0
263,S_Artificial_zamek8.jpg,scenes,artificial,kulturni pamatka,1,0,0,64,0
278,S_Nature_hora.jpg,scenes,nature,hory,0,0,0,64,0
97,F_WWmale21-4neutral.jpg,faces,young,male,0,0,0,64,1
57,F_TSFWfemale68-2neutral.jpg,faces,old,female,0,0,1,65,0
209,Ofv_garlic01a.jpg,fruit_vegetables,vegetable,x,0,1,0,65,0
89,F_TSFWmale79neutral.jpg,faces,old,male,0,0,0,65,0
276,S_Nature_duny.jpg,scenes,nature,poust-pole,0,0,0,65,0
51,F_TSFWfemale65-7neutral.jpg,faces,old,female,0,0,0,65,1
295,S_Nature_ostrov2.jpg,scenes,nature,hory-voda,1,0,1,66,0
22,F_EMWmale19-2neutral.jpg,faces,young,male,0,0,0,66,0
121,O_candleholder01.jpg,objects,jine,x,0,0,0,66,0
1,F_EMWfemale18-2neutral.jpg,faces,young,female,0,0,0,66,0
303,S_Nature_pobrezi6.jpg,scenes,nature,hory-voda,1,0,0,66,1
76,F_TSFWmale68neutral.jpg,faces,old,male,0,0,1,67,0
304,S_Nature_pobrezi7.jpg,scenes,nature,hory-voda,1,0,0,67,0
178,O_sewingmachine01a.jpg,objects,elektronika,x,0,0,0,67,0
203,Ofv_banana.jpg,fruit_vegetables,fruit,x,0,1,0,67,0
123,O_carkeys.jpg,objects,jine,x,0,0,0,67,1
70,F_TSFWmale61neutral.jpg,faces,old,male,0,0,1,68,0
181,O_stapleremover.jpg,objects,nastroj,x,0,0,0,68,0
117,O_bucket01a.jpg,objects,nastroj,x,0,0,0,68,0
199,O_workingglove02c.jpg,objects,obleceni,x,0,0,0,68,0
317,S_Nature_skala2.jpg,scenes,nature,hory,0,0,0,68,1
99,F_WWmale23-5neutral.jpg,faces,young,male,0,0,1,69,0
2,F_EMWfemale18neutral.jpg,faces,young,female,0,0,0,69,0
76,F_TSFWmale68neutral.jpg,faces,old,male,0,0,0,69,0
44,F_TSFWfemale62neutral.jpg,faces,old,female,0,0,0,69,0
226,S_Artificial_akvadukt2.jpg,scenes,artificial,funkcni stavba,0,0,0,69,1
210,Ofv_grapes01.jpg,fruit_vegetables,fruit,x,0,1,1,70,0
175,O_scissors01.jpg,objects,nastroj,x,0,0,0,70,0
14,F_EMWfemale24neutral.jpg,faces,young,female,0,0,0,70,0
64,F_TSFWfemale70neutral.jpg,faces,old,female,0,0,0,70,0
80,F_TSFWmale72neutral.jpg,faces,old,male,0,0,0,70,1
165,O_paintroller01.jpg,objects,nastroj,x,0,0,1,71,0
122,O_cap01a.jpg,objects,obleceni,x,0,0,0,71,0
47,F_TSFWfemale63neutral.jpg,faces,old,female,0,0,0,71,0
247,S_Artificial_kostel.jpg,scenes,artificial,chram,0,0,0,71,0
121,O_candleholder01.jpg,objects,jine,x,0,0,0,71,1
161,O_medal02b.jpg,objects,jine,x,0,0,1,72,0
190,O_toycar04.jpg,objects,herni,x,0,0,0,72,0
271,S_Artificial_zamek-schody.jpg,scenes,artificial,kulturni pamatka,0,0,0,72,0
180,O_spraybottle01.jpg,objects,kuchyn,x,0,0,0,72,0
318,S_Nature_skala3.jpg,scenes,nature,hory,0,0,0,72,1
306,S_Nature_reka.jpg,scenes,nature,vodni plocha,1,0,1,73,0
204,Ofv_blackberry.jpg,fruit_vegetables,fruit,x,0,1,0,73,0
26,F_EMWmale20neutral.jpg,faces,young,male,0,0,0,73,0
272,S_Artificial_zamek-zahrada.jpg,scenes,artificial,kulturni pamatka,0,0,0,73,0
96,F_WWmale20-1neutral.jpg,faces,young,male,0,0,0,73,1
5,F_EMWfemale20neutral.jpg,faces,young,female,0,0,1,74,0
273,S_Artificial_zamek-zahrada2.jpg,scenes,artificial,kulturni pamatka,0,0,0,74,0
59,F_TSFWfemale68neutral.jpg,faces,old,female,0,0,0,74,0
166,O_pingpongracket.jpg,objects,herni,x,0,0,0,74,0
101,O_alarmclock.jpg,objects,elektronika,x,0,0,0,74,1
188,O_thimble.jpg,objects,nastroj,x,0,0,1,75,0
72,F_TSFWmale66-2neutral.jpg,faces,old,male,0,0,0,75,0
